Id,DistrictId,Rooms,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Ecology_2,Ecology_3,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Shops_2
11981,118,3.0,92.26619160498691,54.76768654421729,12.0,4,17.0,2005,0.21843974,1,1,21,4472,6,4,7,0
13528,187,1.0,38.89234657283961,17.533507100618163,10.0,8,16.0,2005,0.041116354,1,1,53,14892,4,1,4,1
141,62,2.0,67.6776032795015,45.348215750486375,1.0,11,16.0,2016,0.072157581,1,1,2,629,1,0,0,0
4645,54,2.0,76.31285054725404,50.53720691207421,0.0,14,0.0,1977,0.006076152,1,1,30,5285,0,6,6,1
5198,7,3.0,91.90401514440286,62.839715671427776,7.0,6,5.0,1937,0.130617806,1,1,39,10418,9,1,9,1
9956,36,1.0,38.75540671852458,18.306265262422922,8.0,2,14.0,1978,0.08761909,1,1,8,1497,5,1,0,1
10736,13,3.0,80.03033041968777,47.801598811626405,10.0,16,17.0,1992,0.090799103,1,1,74,19083,2,5,15,1
8478,86,2.0,59.96722996245699,38.60943016919785,8.0,10,25.0,2007,0.161975568,1,0,31,7010,5,3,7,1
2720,101,2.0,59.777540761570975,35.163279274023196,10.0,20,22.0,1999,0.225824954,0,1,41,6558,7,3,2,1
11706,7,2.0,49.830081678565854,34.183954386137096,6.0,9,9.0,1980,0.130617806,1,1,39,10418,9,1,9,1
4123,106,2.0,62.68807707320569,35.20026729409598,10.0,8,18.0,2004,0.246031548,1,0,22,3151,4,3,3,1
7985,62,3.0,88.49139704169184,60.912515124157416,1.0,11,1.0,1977,0.072157581,1,1,2,629,1,0,0,0
15330,52,1.0,39.554283412487294,22.012758327025463,7.0,13,25.0,2007,0.371148999,1,1,34,7065,1,2,5,1
7567,27,2.0,74.2140900115795,50.53720691207421,1.0,8,17.0,1977,0.072157581,1,1,2,629,1,0,0,0
12352,6,3.0,82.98372191646695,60.912515124157416,1.0,13,17.0,1977,0.243204519,1,1,5,1564,0,0,0,1
3608,161,3.0,81.74963962728911,51.415228897192286,7.0,5,8.0,1964,0.0006991189999999999,1,1,14,3369,24,0,3,1
11535,6,2.0,56.571289554112866,34.538703075934656,9.0,14,17.0,2011,0.243204519,1,1,5,1564,0,0,0,1
8075,27,1.0,43.37251864207703,20.374714577765413,9.0,17,16.0,2010,0.041116354,1,1,53,14892,4,1,4,1
16505,28,1.0,45.18232856287953,18.06250630998825,9.0,4,23.0,2007,0.333891544,1,1,30,6564,1,0,0,1
2306,98,1.0,30.447688159505947,20.897931693845,5.0,3,9.0,1974,0.313924552,1,1,22,4625,11,2,10,1
1748,88,2.0,5.49706140087997,2.9230899105719805,1.0,24,22.0,1977,0.127375905,1,1,43,8429,3,3,9,1
9435,27,1.0,46.848992722249015,22.597569066968564,8.0,8,10.0,2007,0.041116354,1,1,53,14892,4,1,4,1
10578,22,2.0,45.578160725832994,28.47599687898212,5.0,3,5.0,1962,0.118537385,1,1,30,6207,1,1,0,1
11645,1,2.0,64.2263608635554,35.91337299872035,8.0,12,17.0,2016,0.007122317,1,1,1,264,0,0,1,1
7887,19,3.0,65.77099138534508,48.6888779697622,8.0,6,16.0,1978,0.309479124,1,1,35,7715,4,0,6,1
5540,27,3.0,57.6436127469155,31.618348285495077,9.0,16,10.0,1977,0.072157581,1,1,2,629,1,0,0,0
9511,63,1.0,51.456042315841025,51.38526199825112,1.0,12,10.0,2017,0.23861713,1,1,26,3889,6,3,6,1
5354,85,1.0,28.53508416664782,12.733641792255193,6.0,4,9.0,1967,0.037177818,1,1,52,11217,1,1,7,1
12196,23,2.0,58.64681763048677,27.335360536533127,6.0,2,4.0,2015,0.034656082000000005,1,1,0,168,0,0,0,1
4228,7,2.0,67.87154473778412,35.335792054045776,12.0,13,17.0,2014,0.035145267,1,1,42,9292,3,0,3,1
13385,11,3.0,72.95694262051751,44.77136206123875,9.0,12,14.0,1977,0.00016967599999999998,1,1,36,5992,0,1,1,1
4622,27,2.0,62.1539939420753,36.09435189107803,0.0,5,0.0,1977,0.072157581,1,1,2,629,1,0,0,0
9381,41,1.0,41.919045348063044,19.430397336918496,9.0,3,14.0,1984,0.175054867,1,1,36,10055,3,1,0,1
883,23,1.0,46.3558042570401,29.173209432078167,1.0,3,3.0,1977,0.014072961,1,1,2,475,0,0,0,1
